title,release_date,rating,description,metascore
The Sims 4,2017-11-17,T,"The Sims 4 is the highly anticipated life simulation game that lets you play with life like never before. Create new Sims with intelligence and emotion. Experience all new intuitive and fun creative tools to sculpt your Sims and build unique homes. Control the mind, body, and heart of your Sims, and bring your stories to life.",66
Need for Speed,2015-11-03,T,"Jump behind the wheel of some iconic cars and put the pedal to the metal through Ventura Bay, a sprawling urban playground. Explore overlapping stories as you establish your reputation – and your dream car – and become the top racing icon. Play repeatedly this time, you have five distinct ways to win.",66
Among the Sleep,2015-12-08,Rating not found,"Among The Sleep invites you into the mind and body of a two year old child. After being put to bed one evening, mysterious things start to happen.  Being played in first person, the game lets its players immerse themselves in a child's limitless imagination. This is a perspective we all have a distant familiarity with, but few can clearly remember what it felt like. In the borderland between dream and reality, surreal creatures and diverse environments will present you with both physical and mental obstacles that challenge your creativity.",66
Neptunia x Senran Kagura: Ninja Wars,2021-10-26,T,"Gamninjustri - a place where all manner of ninjas gather. As the struggle for control increased between the daimyos of the nations, tensions Rose between the two great nations, each of which was home to One of the major schools of martial arts. The compa style which has mastered the Ninja arts based on the command technique. The honeypa style which has mastered the Ninja arts rooted in the action technique.",66
ToeJam & Earl: Back in the Groove!,2019-02-15,E10,"The iconic ‘90s duo is back in the groove with all-new presents to help them navigate this wack planet ”Earth” and retrieve all the lost pieces to the Rapmaster Rocket. Team up for co-op play to discover secret locations, hidden presents and new friends.",66
Home Sweet Home (2018),2018-10-16,M,"Inspired by Thai mythology and beliefs, Home Sweet Home throws players into a dark and twisted labyrinth, where a miasma of fear fills the air, dread bleeds through cracks in the ceiling and seeps down through broken floorboards.",66
Detached,2018-07-24,T,"Left behind along with cargo detached from an enormous Class B Trawler, Big Zoe, you must make your way through an abandoned space station before you run out of resources. Equipped with only an advanced EVA spacesuit, your skill in zero gravity flight will be tested.",66
Saints Row IV: Re-Elected & Gat Out of Hell,2015-01-20,M,"Saints Row IV: Re-Elected + Gat out of Hell find you leaping over buildings, singing songs, fight in a 2D side-scroller, cure cancer, save Santa Claus... all this and more awaits you when you play Saints Row IV: Re-Elected, a special bundle that includes Saints Row IV and all of its' DLC. After saving the world from a terrorist attack the leader of the 3rd Street Saints is elected to become President of the United States. Things go reasonably well for The President until an alien warlord named Zinyak attacks the white house and abducts his entire cabinet. Now stuck inside a reality bending simulation, the President and the Saints fight to save themselves, Earth, and the entire galaxy.",66
American Fugitive,2019-05-21,M,"A modern take on classic sandbox action. Framed for your father’s murder, you’ll need to do whatever it takes to unveil the real culprit. Tackle thrilling missions for the criminal underworld — just don’t let the cops track you down! Set in the deep south of the 80s, American Fugitive is a love-letter to the classic movies and games of old.",66
Punch Line,2018-10-09,M,Punch Line is the newest visual novel adventure from the creators of Zero Escape and the Science Adventure series.,66
Oceanhorn: Monster of Uncharted Seas,2016-09-07,E10,"You wake up and find a letter from your father. He is gone The only lead is his old notebook and a mysterious necklace. What happened? Oceanhorn: Monster of Uncharted Seas is an epic action-adventure experience. In the game you explore the islands of Uncharted Seas, a world filled with many dangers, puzzles and secrets. You must fight monsters, learn to use magic and discover ancient treasures, which will help you on your quest. Use all of your wits and skill to unravel the mysteries of the ancient kingdom of Arcadia and the sea monster, Oceanhorn.",66
Unepic,2016-03-29,T,"Unepic is a combination of platforming and role playing games. There are many hilarious references throughout the game. The game takes place in Harnakon, a huge medieval castle.

It is set in the hardcore NES Style, yet refined with the latest features. This makes Unepic a very unique game.",66
Riverbond,2019-06-09,E10,"The Knight has imprisoned the leaders of the Eight Worlds, causing chaos, droughts and disarray! Adventure together to defeat evil and help the charming citizens of Riverbond in this action-packed journey through beautiful, hand-crafted worlds.",66
Laserlife,2015-09-22,E,Laserlife is an interactive biography focusing on a dead astronaut floating through deep space who is discovered by future intelligent beings who have no notion of humankind.,65
Little Witch Nobeta,2023-03-07,T,"Nobeta, the little wonder, came to the castle alone to solve the mystery of her own life. Constantly challenging powerful crafted souls, she learned all kinds of magical abilities and befriended a mysterious little black cat.

What secrets hide in the depths of the castle? 

The Little Witch Nobeta is a 3D action shooting game. Players will explore ancient, unknown castles and use different magic elements to fight against the soul!

The game uses a comfortable Japanese art style, but the battles are quite challenging despite its cute looks.

Underestimating your foes will lead to troublesome encounters. You must discover enemies' weaknesses and learn the precise time to dodge attacks in order to gain the advantage in combat.",65
Ash of Gods: Redemption,2020-02-03,M,"Ash of Gods is a tactical turn-based RPG with rich lore and detailed nonlinear storyline about three heroes facing an ancient mythical evil. Captain Thorn Brenin, the guard Lo Pheng and scribe Hopper Rouley don’t yet know that the Reapers have returned and are planning to drown the world in blood so they can awaken the slumbering gods.

The story can change at any time depending on your choices, sometimes leading to a character’s death. This won’t end the game, however, as the narrative continues without the hero but takes into account the consequences of his demise on future events. Don’t rely on a single tactic or a powerful team to win the game – the AI in Ash of Gods adapts to your gaming style and forces you to be more cunning!",65
